year,country,co2_pp,hdi,co2_pp_area,region
1992,Indonesia,1.08,0.534,1.039230485,Asia and Oceania
1992,Iran,3.92,0.603,1.979898987,Middle East and N Africa
1992,Iraq,3.2,0.541,1.788854382,Middle East and N Africa
1992,Ireland,8.65,0.772,2.941088234,European Community
1992,Israel,8.9,0.801,2.983286778,Middle East and N Africa
1992,Italy,7.35,0.779,2.711088342,European Community
1992,Jamaica,3.13,0.658,1.769180601,Latin America and Caribbean
1992,Japan,8.97,0.822,2.994995826,Asia and Oceania
1992,Jordan,3.09,0.651,1.757839583,Middle East and N Africa
1992,Kazakhstan,15.9,0.682,3.987480407,Eastern Europe
1992,Kenya,0.222,0.468,0.47116876,Sub-Saharan Africa
1992,Kiribati,0.343,,0.585662019,Asia and Oceania
1992,Kuwait,11,0.666,3.31662479,Middle East and N Africa
1992,Kyrgyz Republic,2.52,0.599,1.587450787,Eastern Europe
1992,Lao,0.057,0.408,0.238746728,Asia and Oceania
1992,Latvia,5.4,0.678,2.323790008,European Community
1992,Lebanon,3.67,,1.915724406,Middle East and N Africa
1992,Lesotho,0.952,0.493,0.975704873,Sub-Saharan Africa
1992,Liberia,0.14,,0.374165739,Sub-Saharan Africa
1992,Libya,8.01,0.697,2.83019434,Middle East and N Africa
1992,Liechtenstein,,,0,Western Europe exc EC
1992,Lithuania,6.01,0.711,2.451530134,European Community
1992,Luxembourg,27,0.795,5.196152423,European Community
1992,"Macedonia, FYR",5.42,,2.328089345,Eastern Europe
1992,Madagascar,0.0817,,0.285832119,Sub-Saharan Africa
1992,Malawi,0.0818,0.338,0.286006993,Sub-Saharan Africa
1992,Malaysia,3.96,0.66,1.989974874,Asia and Oceania
1992,Maldives,0.978,,0.988938825,Asia and Oceania
1992,Mali,0.05,0.233,0.223606798,Sub-Saharan Africa
1992,Malta,5.46,0.746,2.336664289,European Community
1992,Mauritania,0.452,0.391,0.672309453,Sub-Saharan Africa
1992,Mauritius,1.58,0.633,1.256980509,Sub-Saharan Africa
1992,Mexico,3.77,0.656,1.941648784,North America
1992,"Micronesia, Fed. Sts.",0.976,,0.987927123,Asia and Oceania
1992,Moldova,4.79,0.621,2.188606863,Eastern Europe
1992,Mongolia,4.91,0.561,2.215851981,Asia and Oceania
1992,Montenegro,3.11,,1.763519209,Eastern Europe
1992,Morocco,1.01,0.468,1.004987562,Middle East and N Africa
1992,Mozambique,0.0714,0.208,0.267207784,Sub-Saharan Africa
1992,Myanmar,0.117,0.375,0.342052628,Asia and Oceania
1992,Namibia,0.761,0.586,0.87235314,Sub-Saharan Africa
1992,Nepal,0.0673,0.394,0.259422435,Asia and Oceania
1992,Netherlands,10.7,0.836,3.271085447,European Community
1992,New Zealand,7.16,0.825,2.675817632,Asia and Oceania
1992,Nicaragua,0.553,0.498,0.743639698,Latin America and Caribbean
1992,Niger,0.0819,0.218,0.28618176,Sub-Saharan Africa
1992,Nigeria,0.465,,0.681909085,Sub-Saharan Africa
1992,Norway,7.46,0.862,2.731300057,Western Europe exc EC
1992,Oman,6.09,,2.467792536,Middle East and N Africa
1992,Pakistan,0.64,0.415,0.8,Asia and Oceania
1992,Palau,14.8,,3.847076812,Asia and Oceania
1992,Palestine,0.401,,0.633245608,Asia and Oceania
1992,Panama,1.65,0.676,1.284523258,Latin America and Caribbean
1992,Papua New Guinea,0.453,0.378,0.673052747,Asia and Oceania
1992,Paraguay,0.571,0.589,0.755645419,Latin America and Caribbean
1992,Peru,0.898,0.616,0.947628619,Latin America and Caribbean
1992,Philippines,0.749,0.589,0.865447861,Asia and Oceania
1992,Poland,9.29,0.713,3.047950131,European Community
1992,Portugal,4.82,0.731,2.19544984,European Community
1992,Qatar,54.1,0.752,7.355270219,Middle East and N Africa
1992,Romania,5.5,0.677,2.34520788,European Community
1992,Russia,14,0.718,3.741657387,Eastern Europe
1992,Rwanda,0.0728,0.206,0.269814751,Sub-Saharan Africa
1992,Samoa,0.664,0.604,0.814861951,Asia and Oceania
1992,Sao Tome and Principe,0.401,0.46,0.633245608,Western Europe exc EC
1992,Saudi Arabia,16.4,0.712,4.049691346,Middle East and N Africa
1992,Senegal,0.433,0.367,0.658027355,Sub-Saharan Africa
1992,Serbia,4.48,0.7,2.116601049,Eastern Europe
1992,Seychelles,2.37,,1.539480432,Sub-Saharan Africa
1992,Sierra Leone,0.103,0.262,0.320936131,Sub-Saharan Africa
1992,Singapore,15.2,0.74,3.898717738,Asia and Oceania
1992,Slovak Republic,8.29,0.732,2.87923601,Eastern Europe
1992,Slovenia,6.22,0.766,2.493992783,European Community
1992,Solomon Islands,0.433,,0.658027355,Asia and Oceania
1992,South Africa,7.66,0.638,2.767670501,Sub-Saharan Africa
1992,South Korea,6.48,0.749,2.545584412,Asia and Oceania
1992,South Sudan,,,0,Middle East and N Africa
1992,Spain,5.92,0.772,2.433105012,European Community
1992,Sri Lanka,0.292,0.636,0.540370243,Asia and Oceania
1992,St. Kitts and Nevis,2.66,,1.630950643,Latin America and Caribbean
1992,St. Lucia,1.42,,1.191637529,Latin America and Caribbean
1992,St. Vincent and the Grenadines,0.781,,0.883742044,Latin America and Caribbean
1992,Sudan,0.202,0.345,0.449444101,Middle East and N Africa
1992,Suriname,4.89,,2.211334439,Latin America and Caribbean
1992,Swaziland,0.291,0.551,0.539444158,Sub-Saharan Africa
1992,Sweden,5.87,0.82,2.422808288,European Community
1992,Switzerland,6.28,0.835,2.505992817,Western Europe exc EC
1992,Syria,3.25,0.566,1.802775638,Middle East and N Africa
1992,Tajikistan,1.33,0.589,1.153256259,Eastern Europe
1992,Tanzania,0.0854,0.368,0.292232784,Sub-Saharan Africa
1992,Thailand,1.9,0.59,1.378404875,Asia and Oceania
1992,Timor-Leste,,,0,Asia and Oceania
1992,Togo,0.21,0.399,0.458257569,Sub-Saharan Africa
1992,Tonga,0.73,0.657,0.854400375,Asia and Oceania
1992,Trinidad and Tobago,15.5,0.671,3.937003937,Latin America and Caribbean
1992,Tunisia,1.75,0.583,1.322875656,European Community
1992,Turkey,2.75,0.586,1.658312395,Western Europe exc EC
1992,Turkmenistan,8.47,,2.910326442,Eastern Europe
1992,Uganda,0.0423,0.303,0.205669638,Sub-Saharan Africa
1992,Ukraine,12.3,0.693,3.507135583,Eastern Europe
1992,United Arab Emirates,27.9,0.742,5.282045058,Middle East and N Africa
1992,United Kingdom,9.68,0.8,3.111269837,European Community
1992,United States,19.1,0.866,4.370354677,North America
1992,Uruguay,1.64,0.7,1.280624847,Latin America and Caribbean
1992,Uzbekistan,5.21,,2.282542442,Eastern Europe
1992,Vanuatu,0.402,,0.634034699,Asia and Oceania
1992,Venezuela,5.1,0.65,2.258317958,Latin America and Caribbean
1992,Vietnam,0.302,0.498,0.549545267,Asia and Oceania
1992,Yemen,0.747,0.412,0.864291617,Middle East and N Africa
1992,Zambia,0.291,0.397,0.539444158,Sub-Saharan Africa
1992,Zimbabwe,1.59,0.486,1.260952021,Sub-Saharan Africa
1993,Afghanistan,0.0891,0.305,0.298496231,Asia and Oceania
1993,Albania,0.732,0.608,0.855569985,Eastern Europe
1993,Algeria,2.96,0.591,1.720465053,Middle East and N Africa
1993,Andorra,6.74,,2.596150997,Western Europe exc EC
1993,Angola,0.431,,0.656505902,Sub-Saharan Africa
1993,Antigua and Barbuda,3.88,,1.96977156,Asia and Oceania
1993,Argentina,3.46,0.725,1.860107524,Latin America and Caribbean
1993,Armenia,0.76,0.593,0.871779789,Eastern Europe
1993,Australia,15.7,0.874,3.962322551,Asia and Oceania
1993,Austria,7.24,0.806,2.690724809,European Community
1993,Azerbaijan,6.39,,2.527844932,Eastern Europe
1993,Bahamas,6.27,,2.503996805,Latin America and Caribbean
1993,Bahrain,27.3,0.765,5.224940191,Middle East and N Africa
1993,Bangladesh,0.153,0.408,0.391152144,Asia and Oceania
1993,Barbados,4.24,0.72,2.059126028,Latin America and Caribbean
1993,Belarus,7.53,,2.744084547,Eastern Europe
1993,Belgium,10.6,0.838,3.255764119,European Community
1993,Belize,1.91,0.656,1.382027496,Latin America and Caribbean
1993,Benin,0.205,0.361,0.452769257,Sub-Saharan Africa
1993,Bhutan,0.35,,0.591607978,Asia and Oceania
1993,Bolivia,1.08,0.556,1.039230485,Latin America and Caribbean
1993,Bosnia and Herzegovina,3.08,,1.754992877,Eastern Europe
1993,Botswana,2.14,0.587,1.462873884,Sub-Saharan Africa
1993,Brazil,1.47,0.631,1.212435565,Latin America and Caribbean
1993,Brunei,17.6,0.797,4.195235393,Asia and Oceania
1993,Bulgaria,7.91,0.696,2.812472222,European Community
1993,Burkina Faso,0.0656,,0.256124969,Sub-Saharan Africa
1993,Burundi,0.0394,0.271,0.198494332,Sub-Saharan Africa
1993,Cambodia,0.139,0.368,0.372827038,Asia and Oceania
1993,Cameroon,0.306,0.437,0.553172667,Sub-Saharan Africa
1993,Canada,15.5,0.854,3.937003937,North America
1993,Cape Verde,0.298,,0.545893763,Sub-Saharan Africa
1993,Central African Republic,0.0703,0.302,0.265141472,Sub-Saharan Africa
1993,Chad,0.014,,0.118321596,Sub-Saharan Africa
1993,Chile,2.49,0.713,1.577973384,Latin America and Caribbean
1993,China,2.37,0.528,1.539480432,Asia and Oceania
1993,Colombia,1.77,0.613,1.33041347,Latin America and Caribbean
1993,Comoros,0.155,,0.393700394,Asia and Oceania
1993,"Congo, Dem. Rep.",0.0668,0.339,0.25845696,Sub-Saharan Africa
1993,"Congo, Rep.",0.498,0.513,0.705691151,Sub-Saharan Africa
1993,Costa Rica,1.18,0.673,1.086278049,Latin America and Caribbean
1993,Cote d'Ivoire,0.392,0.387,0.626099034,Sub-Saharan Africa
1993,Croatia,3.57,0.666,1.889444363,European Community
1993,Cuba,2.72,0.656,1.64924225,Latin America and Caribbean
1993,Cyprus,6.66,0.778,2.58069758,European Community
1993,Czech Republic,12.8,0.767,3.577708764,European Community
1993,Denmark,11,0.815,3.31662479,European Community
1993,Djibouti,0.504,,0.709929574,Sub-Saharan Africa
1993,Dominica,0.875,,0.935414347,Latin America and Caribbean
1993,Dominican Republic,1.55,0.617,1.24498996,Latin America and Caribbean
1993,Ecuador,2.21,0.654,1.486606875,Latin America and Caribbean
1993,Egypt,1.52,0.563,1.232882801,Middle East and N Africa
1993,El Salvador,0.693,0.557,0.832466216,Latin America and Caribbean
1993,Equatorial Guinea,0.21,,0.458257569,Sub-Saharan Africa
1993,Eritrea,,,0,Sub-Saharan Africa
1993,Estonia,13.1,0.708,3.619392214,European Community
1993,Ethiopia,0.0566,,0.237907545,Sub-Saharan Africa
1993,Fiji,0.996,0.658,0.997997996,Asia and Oceania
1993,Finland,9.94,0.798,3.152776554,European Community
1993,France,6.23,0.803,2.495996795,European Community
1993,Gabon,4.84,0.628,2.2,Sub-Saharan Africa
1993,Gambia,0.185,0.345,0.430116263,Sub-Saharan Africa
1993,Georgia,1.91,,1.382027496,Eastern Europe
1993,Germany,10.9,0.822,3.301514804,European Community
1993,Ghana,0.286,0.468,0.534789678,Sub-Saharan Africa
1993,Greece,7.16,0.769,2.675817632,European Community
1993,Grenada,1.23,,1.109053651,Latin America and Caribbean
1993,Guatemala,0.569,0.495,0.754320887,Latin America and Caribbean
1993,Guinea,0.152,0.282,0.389871774,Sub-Saharan Africa
1993,Guinea-Bissau,0.168,,0.409878031,Sub-Saharan Africa
1993,Guyana,1.39,0.566,1.178982612,Latin America and Caribbean
1993,Haiti,0.0881,0.413,0.296816442,Latin America and Caribbean
1993,Honduras,0.528,0.522,0.726636085,Latin America and Caribbean
1993,Hungary,5.98,0.719,2.445403852,European Community
1993,Iceland,7.53,0.812,2.744084547,Western Europe exc EC
1993,India,0.783,0.445,0.884872872,Asia and Oceania
1993,Indonesia,1.15,0.545,1.072380529,Asia and Oceania
1993,Iran,4.02,0.614,2.004993766,Middle East and N Africa
1993,Iraq,3.33,0.561,1.824828759,Middle East and N Africa
1993,Ireland,8.67,0.78,2.944486373,European Community
1993,Israel,9.04,0.806,3.006659276,Middle East and N Africa
1993,Italy,7.2,0.784,2.683281573,European Community
1993,Jamaica,3.22,0.667,1.794435844,Latin America and Caribbean
1993,Japan,8.83,0.828,2.971531592,Asia and Oceania
1993,Jordan,2.89,0.662,1.7,Middle East and N Africa
1993,Kazakhstan,13.3,0.676,3.646916506,Eastern Europe
1993,Kenya,0.246,0.463,0.495983871,Sub-Saharan Africa
1993,Kiribati,0.387,,0.622093241,Asia and Oceania
1993,Kuwait,18.7,0.695,4.324349662,Middle East and N Africa
1993,Kyrgyz Republic,1.92,0.586,1.385640646,Eastern Europe
1993,Lao,0.0555,0.414,0.23558438,Asia and Oceania
1993,Latvia,4.65,0.668,2.156385865,European Community
1993,Lebanon,4.03,,2.00748599,Middle East and N Africa
1993,Lesotho,0.962,0.487,0.980815987,Sub-Saharan Africa
1993,Liberia,0.158,,0.397492138,Sub-Saharan Africa
1993,Libya,8.19,0.7,2.861817604,Middle East and N Africa
1993,Liechtenstein,,,0,Western Europe exc EC
1993,Lithuania,4.77,0.7,2.184032967,European Community
1993,Luxembourg,27.2,0.799,5.215361924,European Community
1993,"Macedonia, FYR",5.21,,2.282542442,Eastern Europe
1993,Madagascar,0.0813,,0.285131549,Sub-Saharan Africa
1993,Malawi,0.0913,0.346,0.302158899,Sub-Saharan Africa
1993,Malaysia,4.7,0.667,2.167948339,Asia and Oceania
1993,Maldives,0.817,,0.903880523,Asia and Oceania
1993,Mali,0.0499,0.24,0.223383079,Sub-Saharan Africa
1993,Malta,7.09,0.75,2.662705391,European Community
1993,Mauritania,0.447,0.403,0.668580586,Sub-Saharan Africa
1993,Mauritius,1.62,0.638,1.272792206,Sub-Saharan Africa
1993,Mexico,3.75,0.662,1.936491673,North America
1993,"Micronesia, Fed. Sts.",0.953,,0.976217189,Asia and Oceania
1993,Moldova,3.58,0.619,1.892088793,Eastern Europe
1993,Mongolia,4.1,0.546,2.024845673,Asia and Oceania
1993,Montenegro,2.7,,1.643167673,Eastern Europe
1993,Morocco,1.08,0.474,1.039230485,Middle East and N Africa
1993,Mozambique,0.0737,0.215,0.271477439,Sub-Saharan Africa
1993,Myanmar,0.127,0.381,0.356370594,Asia and Oceania
1993,Namibia,0.891,0.588,0.943927963,Sub-Saharan Africa
1993,Nepal,0.0722,0.398,0.268700577,Asia and Oceania
1993,Netherlands,10.8,0.84,3.286335345,European Community
1993,New Zealand,7.49,0.836,2.736786437,Asia and Oceania
1993,Nicaragua,0.52,0.503,0.721110255,Latin America and Caribbean
1993,Niger,0.0883,0.222,0.297153159,Sub-Saharan Africa
1993,Nigeria,0.439,,0.662570751,Sub-Saharan Africa
1993,Norway,8.14,0.87,2.853068524,Western Europe exc EC
1993,Oman,6.49,,2.547547841,Middle East and N Africa
1993,Pakistan,0.668,0.418,0.81731267,Asia and Oceania
1993,Palau,14.4,,3.794733192,Asia and Oceania
1993,Palestine,0.391,,0.625299928,Asia and Oceania
1993,Panama,1.5,0.682,1.224744871,Latin America and Caribbean
1993,Papua New Guinea,0.429,0.389,0.654980916,Asia and Oceania
1993,Paraguay,0.631,0.596,0.794355084,Latin America and Caribbean
1993,Peru,1.02,0.621,1.009950494,Latin America and Caribbean
1993,Philippines,0.742,0.591,0.861394219,Asia and Oceania
1993,Poland,9.22,0.723,3.03644529,European Community
1993,Portugal,4.67,0.745,2.161018278,European Community
1993,Qatar,61.3,0.763,7.829431652,Middle East and N Africa
1993,Romania,5.39,0.677,2.321637353,European Community
1993,Russia,13.1,0.71,3.619392214,Eastern Europe
1993,Rwanda,0.0786,0.203,0.280356915,Sub-Saharan Africa
1993,Samoa,0.658,0.61,0.811171992,Asia and Oceania
1993,Sao Tome and Principe,0.393,0.464,0.626897121,Western Europe exc EC
1993,Saudi Arabia,17.6,0.715,4.195235393,Middle East and N Africa
1993,Senegal,0.434,0.365,0.658786764,Sub-Saharan Africa
1993,Serbia,3.86,0.684,1.96468827,Eastern Europe
1993,Seychelles,2.47,,1.571623365,Sub-Saharan Africa
1993,Sierra Leone,0.104,0.265,0.32249031,Sub-Saharan Africa
1993,Singapore,15.6,0.751,3.949683532,Asia and Oceania
1993,Slovak Republic,8.02,0.736,2.831960452,Eastern Europe
1993,Slovenia,6.58,0.768,2.565151068,European Community
1993,Solomon Islands,0.421,,0.648845128,Asia and Oceania
1993,South Africa,7.97,0.645,2.823118843,Sub-Saharan Africa
1993,South Korea,7.26,0.759,2.694438717,Asia and Oceania
1993,South Sudan,,,0,Middle East and N Africa
1993,Spain,5.53,0.783,2.351595203,European Community
1993,Sri Lanka,0.281,0.638,0.530094331,Asia and Oceania
1993,St. Kitts and Nevis,2.72,,1.64924225,Latin America and Caribbean
1993,St. Lucia,1.56,,1.2489996,Latin America and Caribbean
1993,St. Vincent and the Grenadines,0.95,,0.974679434,Latin America and Caribbean
1993,Sudan,0.134,0.352,0.366060104,Middle East and N Africa
1993,Suriname,4.75,,2.179449472,Latin America and Caribbean
1993,Swaziland,0.143,0.549,0.378153408,Sub-Saharan Africa
1993,Sweden,5.92,0.839,2.433105012,European Community
1993,Switzerland,5.91,0.84,2.431049156,Western Europe exc EC
1993,Syria,3.37,0.569,1.835755975,Middle East and N Africa
1993,Tajikistan,0.926,0.571,0.962288938,Eastern Europe
1993,Tanzania,0.0922,0.368,0.303644529,Sub-Saharan Africa
1993,Thailand,2.14,0.598,1.462873884,Asia and Oceania
1993,Timor-Leste,,,0,Asia and Oceania
1993,Togo,0.213,0.389,0.46151923,Sub-Saharan Africa
1993,Tonga,0.882,0.661,0.939148551,Asia and Oceania
1993,Trinidad and Tobago,14.4,0.673,3.794733192,Latin America and Caribbean
1993,Tunisia,1.88,0.59,1.37113092,European Community
1993,Turkey,2.81,0.594,1.676305461,Western Europe exc EC
1993,Turkmenistan,7.06,,2.657066051,Eastern Europe
1993,Uganda,0.0405,0.311,0.201246118,Sub-Saharan Africa
1993,Ukraine,10.5,0.682,3.240370349,Eastern Europe
1993,United Arab Emirates,29.9,0.748,5.468089246,Middle East and N Africa
1993,United Kingdom,9.47,0.813,3.077336511,European Community
1993,United States,19.3,0.871,4.393176527,North America
1993,Uruguay,1.41,0.703,1.187434209,Latin America and Caribbean
1993,Uzbekistan,5.3,,2.302172887,Eastern Europe
1993,Vanuatu,0.39,,0.6244998,Asia and Oceania
1993,Venezuela,5.85,0.653,2.418677324,Latin America and Caribbean
1993,Vietnam,0.317,0.508,0.56302753,Asia and Oceania
1993,Yemen,0.621,0.414,0.788035532,Middle East and N Africa
1993,Zambia,0.288,0.402,0.536656315,Sub-Saharan Africa
1993,Zimbabwe,1.5,0.479,1.224744871,Sub-Saharan Africa
1994,Afghanistan,0.08,0.3,0.282842712,Asia and Oceania
1994,Albania,0.613,0.616,0.782943165,Eastern Europe
1994,Algeria,3.05,0.595,1.74642492,Middle East and N Africa
1994,Andorra,6.49,,2.547547841,Western Europe exc EC
1994,Angola,0.281,,0.530094331,Sub-Saharan Africa
1994,Antigua and Barbuda,3.73,,1.931320792,Asia and Oceania
1994,Argentina,3.54,0.728,1.881488772,Latin America and Caribbean
1994,Armenia,0.824,0.597,0.907744457,Eastern Europe
1994,Australia,15.6,0.876,3.949683532,Asia and Oceania
1994,Austria,7.18,0.812,2.679552201,European Community
1994,Azerbaijan,5.46,,2.336664289,Eastern Europe
1994,Bahamas,6.11,,2.471841419,Latin America and Caribbean
1994,Bahrain,26.9,0.768,5.186520992,Middle East and N Africa
1994,Bangladesh,0.163,0.415,0.403732585,Asia and Oceania
1994,Barbados,2.83,0.725,1.682260384,Latin America and Caribbean
1994,Belarus,6.39,,2.527844932,Eastern Europe
1994,Belgium,11.1,0.844,3.33166625,European Community
1994,Belize,1.85,0.66,1.360147051,Latin America and Caribbean
1994,Benin,0.221,0.365,0.470106371,Sub-Saharan Africa
1994,Bhutan,0.412,,0.641872261,Asia and Oceania
1994,Bolivia,1.16,0.564,1.077032961,Latin America and Caribbean
1994,Bosnia and Herzegovina,0.818,,0.904433524,Eastern Europe
1994,Botswana,1.98,0.581,1.407124728,Sub-Saharan Africa
1994,Brazil,1.52,0.64,1.232882801,Latin America and Caribbean
1994,Brunei,16.2,0.801,4.024922359,Asia and Oceania
1994,Bulgaria,6.39,0.697,2.527844932,European Community
1994,Burkina Faso,0.0658,,0.256515107,Sub-Saharan Africa
1994,Burundi,0.04,0.27,0.2,Sub-Saharan Africa
1994,Cambodia,0.143,0.377,0.378153408,Asia and Oceania
1994,Cameroon,0.291,0.435,0.539444158,Sub-Saharan Africa
1994,Canada,15.7,0.858,3.962322551,North America
1994,Cape Verde,0.3,,0.547722558,Sub-Saharan Africa
1994,Central African Republic,0.0718,0.304,0.26795522,Sub-Saharan Africa
1994,Chad,0.0152,,0.12328828,Sub-Saharan Africa
1994,Chile,2.7,0.719,1.643167673,Latin America and Caribbean
1994,China,2.49,0.538,1.577973384,Asia and Oceania
1994,Colombia,1.84,0.62,1.356465997,Latin America and Caribbean
1994,Comoros,0.151,,0.388587185,Asia and Oceania
1994,"Congo, Dem. Rep.",0.0407,0.333,0.20174241,Sub-Saharan Africa
1994,"Congo, Rep.",0.789,0.505,0.88825672,Sub-Saharan Africa
1994,Costa Rica,1.54,0.679,1.240967365,Latin America and Caribbean
